仓库A,仓库B,距离(km)
永州江华仓库,郴州资兴仓库,242.1
永州江华仓库,衡阳耒阳仓库,275.7
永州江华仓库,郴州安仁仓库,330.3
永州江华仓库,株洲茶陵仓库,356.3
永州江华仓库,株洲炎陵仓库,391.1
永州江华仓库,衡阳常宁仓库,233.7
永州江华仓库,郴州桂东仓库,341.5
永州江华仓库,国网湖南物资公司衡阳周转库,287.1
永州江华仓库,株洲攸县仓库,367.8
永州江华仓库,衡阳衡东仓库,335.4
永州江华仓库,国网湖南物资公司怀化周转库,464.9
永州江华仓库,国网怀化中方芙蓉路仓库,469.1
永州江华仓库,怀化芷江仓库,466.1
永州江华仓库,怀化洪江市仓库,462.3
永州江华仓库,怀化洪江区仓库,465.8
永州江华仓库,邵阳洞口仓库,354.7
永州江华仓库,怀化会同仓库,452.3
永州江华仓库,怀化新晃仓库,521.8
永州江华仓库,怀化靖州仓库,424.7
永州江华仓库,邵阳武冈仓库,315
永州江华仓库,邵阳绥宁仓库,389
永州江华仓库,怀化通道仓库,356.6
永州江华仓库,邵阳城步仓库,371.7
永州江华仓库,国网湖南物资公司岳阳周转库,594.1
永州江华仓库,岳阳云溪仓库,591.9
永州江华仓库,岳阳君山仓库,621
永州江华仓库,岳阳临湘仓库,614.8
永州江华仓库,岳阳县仓库,567.8
永州江华仓库,岳阳华容仓库,639.5
永州江华仓库,岳阳汨罗仓库,530.7
永州江华仓库,岳阳湘阴仓库,506.5
永州江华仓库,岳阳平江仓库,577.6
永州江永仓库,国网湖南物资公司长沙周转库,469.4
永州江永仓库,长沙县仓库,476.5
永州江永仓库,长沙望城仓库,470.6
永州江永仓库,长沙宁乡仓库,476.6
永州江永仓库,国网湖南物资公司株洲周转库,440.9
永州江永仓库,国网湖南物资公司湘潭周转库,415.9
永州江永仓库,湘潭韶山仓库,439.1
永州江永仓库,湘潭县仓库,411.2
永州江永仓库,国网湖南物资公司益阳周转库,510.3
永州江永仓库,湘潭湘乡仓库,412.7
永州江永仓库,长沙浏阳仓库,527
永州江永仓库,株洲醴陵仓库,456.9
永州江永仓库,衡阳衡山仓库,363
永州江永仓库,国网湖南物资公司湘西周转库,566.9
永州江永仓库,湘西凤凰仓库,534.2
永州江永仓库,湘西古丈仓库,614.3
永州江永仓库,怀化麻阳仓库,508.2
永州江永仓库,湘西泸溪仓库,564.5
永州江永仓库,湘西保靖仓库,651.4
永州江永仓库,怀化沅陵仓库,584.8
永州江永仓库,怀化辰溪仓库,536
永州江永仓库,湘西永顺仓库,679.9
永州江永仓库,张家界周转库,709.5
永州江永仓库,怀化溆浦仓库,503.4
永州江永仓库,湘西龙山仓库,740.4
永州江永仓库,张家界桑植仓库,763.5
永州江永仓库,国网湖南物资公司郴州周转库,200.8
永州江永仓库,郴州苏仙仓库,203.6
永州江永仓库,郴州北湖仓库,200.7
永州江永仓库,郴州桂阳仓库,169.7
永州江永仓库,郴州资兴仓库,244.5
永州江永仓库,衡阳耒阳仓库,278.1
永州江永仓库,郴州安仁仓库,332.7
永州江永仓库,株洲茶陵仓库,358.8
永州江永仓库,株洲炎陵仓库,393.6
永州江永仓库,衡阳常宁仓库,236.1
永州江永仓库,郴州桂东仓库,344
永州江永仓库,国网湖南物资公司衡阳周转库,289.5
永州江永仓库,株洲攸县仓库,370.3
永州江永仓库,衡阳衡东仓库,337.9
永州江永仓库,国网湖南物资公司怀化周转库,467.3
永州江永仓库,国网怀化中方芙蓉路仓库,471.5
永州江永仓库,怀化芷江仓库,468.5
永州江永仓库,怀化洪江市仓库,464.7
永州江永仓库,怀化洪江区仓库,468.2
永州江永仓库,邵阳洞口仓库,357.1
永州江永仓库,怀化会同仓库,454.8
永州江永仓库,怀化新晃仓库,524.2
永州江永仓库,怀化靖州仓库,427.2
永州江永仓库,邵阳武冈仓库,317.5
永州江永仓库,邵阳绥宁仓库,391.4
永州江永仓库,怀化通道仓库,359.1
永州江永仓库,邵阳城步仓库,374.2
永州江永仓库,国网湖南物资公司岳阳周转库,596.5
永州江永仓库,岳阳云溪仓库,594.4
永州江永仓库,岳阳君山仓库,623.5
永州江永仓库,岳阳临湘仓库,617.3
永州江永仓库,岳阳县仓库,570.2
永州江永仓库,岳阳华容仓库,641.9
永州江永仓库,岳阳汨罗仓库,533.1
永州江永仓库,岳阳湘阴仓库,509
永州江永仓库,岳阳平江仓库,580
国网湖南物资公司长沙周转库,长沙县仓库,16.3
国网湖南物资公司长沙周转库,长沙望城仓库,26.4
国网湖南物资公司长沙周转库,长沙宁乡仓库,45.4
国网湖南物资公司长沙周转库,国网湖南物资公司株洲周转库,74.2
国网湖南物资公司长沙周转库,国网湖南物资公司湘潭周转库,52.7
国网湖南物资公司长沙周转库,湘潭韶山仓库,67.6
国网湖南物资公司长沙周转库,湘潭县仓库,70.8
国网湖南物资公司长沙周转库,国网湖南物资公司益阳周转库,79.2
国网湖南物资公司长沙周转库,湘潭湘乡仓库,99.9
国网湖南物资公司长沙周转库,长沙浏阳仓库,76.3
国网湖南物资公司长沙周转库,株洲醴陵仓库,108.2
国网湖南物资公司长沙周转库,衡阳衡山仓库,137.2
国网湖南物资公司长沙周转库,国网湖南物资公司湘西周转库,375
国网湖南物资公司长沙周转库,湘西凤凰仓库,412.5
国网湖南物资公司长沙周转库,湘西古丈仓库,422.4
国网湖南物资公司长沙周转库,怀化麻阳仓库,370.6
国网湖南物资公司长沙周转库,湘西泸溪仓库,325.3
国网湖南物资公司长沙周转库,湘西保靖仓库,424.9
国网湖南物资公司长沙周转库,怀化沅陵仓库,303.8
国网湖南物资公司长沙周转库,怀化辰溪仓库,333.2
国网湖南物资公司长沙周转库,湘西永顺仓库,406.3
国网湖南物资公司长沙周转库,张家界周转库,320.3
国网湖南物资公司长沙周转库,怀化溆浦仓库,278.8
国网湖南物资公司长沙周转库,湘西龙山仓库,458
国网湖南物资公司长沙周转库,张家界桑植仓库,374.3
国网湖南物资公司长沙周转库,国网湖南物资公司郴州周转库,315.4
国网湖南物资公司长沙周转库,郴州苏仙仓库,311.3
国网湖南物资公司长沙周转库,郴州北湖仓库,315.8
国网湖南物资公司长沙周转库,郴州桂阳仓库,332.5
国网湖南物资公司长沙周转库,郴州资兴仓库,306.2
国网湖南物资公司长沙周转库,衡阳耒阳仓库,231.5
国网湖南物资公司长沙周转库,郴州安仁仓库,219.5
国网湖南物资公司长沙周转库,株洲茶陵仓库,222.7
国网湖南物资公司长沙周转库,株洲炎陵仓库,265.3
国网湖南物资公司长沙周转库,衡阳常宁仓库,249.9
国网湖南物资公司长沙周转库,郴州桂东仓库,334
国网湖南物资公司长沙周转库,国网湖南物资公司衡阳周转库,191.5
国网湖南物资公司长沙周转库,株洲攸县仓库,188.1
国网湖南物资公司长沙周转库,衡阳衡东仓库,154.7
国网湖南物资公司长沙周转库,国网湖南物资公司怀化周转库,356.4
国网湖南物资公司长沙周转库,国网怀化中方芙蓉路仓库,354.3
国网湖南物资公司长沙周转库,怀化芷江仓库,393.4
国网湖南物资公司长沙周转库,怀化洪江市仓库,404.1
国网湖南物资公司长沙周转库,怀化洪江区仓库,407.5
国网湖南物资公司长沙周转库,邵阳洞口仓库,323.5
国网湖南物资公司长沙周转库,怀化会同仓库,442.5
国网湖南物资公司长沙周转库,怀化新晃仓库,448.3
国网湖南物资公司长沙周转库,怀化靖州仓库,473.8
国网湖南物资公司长沙周转库,邵阳武冈仓库,347.7
国网湖南物资公司长沙周转库,邵阳绥宁仓库,412.4
国网湖南物资公司长沙周转库,怀化通道仓库,474.4
国网湖南物资公司长沙周转库,邵阳城步仓库,400.5
国网湖南物资公司长沙周转库,国网湖南物资公司岳阳周转库,165.4
国网湖南物资公司长沙周转库,岳阳云溪仓库,163.2
国网湖南物资公司长沙周转库,岳阳君山仓库,192.3
国网湖南物资公司长沙周转库,岳阳临湘仓库,167.7
国网湖南物资公司长沙周转库,岳阳县仓库,139.1
国网湖南物资公司长沙周转库,岳阳华容仓库,209.7
国网湖南物资公司长沙周转库,岳阳汨罗仓库,77.4
国网湖南物资公司长沙周转库,岳阳湘阴仓库,60.5
国网湖南物资公司长沙周转库,岳阳平江仓库,116
长沙县仓库,长沙望城仓库,35.6
长沙县仓库,长沙宁乡仓库,65
长沙县仓库,国网湖南物资公司株洲周转库,63.1
长沙县仓库,国网湖南物资公司湘潭周转库,60.3
长沙县仓库,湘潭韶山仓库,96
长沙县仓库,湘潭县仓库,65.8
长沙县仓库,国网湖南物资公司益阳周转库,102.3
长沙县仓库,湘潭湘乡仓库,107
长沙县仓库,长沙浏阳仓库,63.2
长沙县仓库,株洲醴陵仓库,95.1
长沙县仓库,衡阳衡山仓库,132.2
长沙县仓库,国网湖南物资公司湘西周转库,398.1
长沙县仓库,湘西凤凰仓库,435.6
长沙县仓库,湘西古丈仓库,445.5
长沙县仓库,怀化麻阳仓库,400.5
长沙县仓库,湘西泸溪仓库,348.4
长沙县仓库,湘西保靖仓库,447.9
长沙县仓库,怀化沅陵仓库,326.9
长沙县仓库,怀化辰溪仓库,363.1
长沙县仓库,湘西永顺仓库,429.3
长沙县仓库,张家界周转库,343.3
长沙县仓库,怀化溆浦仓库,308.7
长沙县仓库,湘西龙山仓库,481
长沙县仓库,张家界桑植仓库,397.3
长沙县仓库,国网湖南物资公司郴州周转库,310.4
长沙县仓库,郴州苏仙仓库,306.3
长沙县仓库,郴州北湖仓库,310.8
长沙县仓库,郴州桂阳仓库,310.8
长沙县仓库,郴州资兴仓库,301.2
长沙县仓库,衡阳耒阳仓库,226.4
长沙县仓库,郴州安仁仓库,206.5
长沙县仓库,株洲茶陵仓库,209.6
长沙县仓库,株洲炎陵仓库,252.2
长沙县仓库,衡阳常宁仓库,256.3
长沙县仓库,郴州桂东仓库,320.9
长沙县仓库,国网湖南物资公司衡阳周转库,189.3
长沙县仓库,株洲攸县仓库,175
长沙县仓库,衡阳衡东仓库,149.7
长沙县仓库,国网湖南物资公司怀化周转库,386.3
长沙县仓库,国网怀化中方芙蓉路仓库,384.2
长沙县仓库,怀化芷江仓库,423.3
长沙县仓库,怀化洪江市仓库,438.2
长沙县仓库,怀化洪江区仓库,441.7
长沙县仓库,邵阳洞口仓库,330.6
长沙县仓库,怀化会同仓库,481.9
长沙县仓库,怀化新晃仓库,478.2
长沙县仓库,怀化靖州仓库,481
长沙县仓库,邵阳武冈仓库,354.8
长沙县仓库,邵阳绥宁仓库,419.5
长沙县仓库,怀化通道仓库,481.5
长沙县仓库,邵阳城步仓库,407.6
长沙县仓库,国网湖南物资公司岳阳周转库,139.7
长沙县仓库,岳阳云溪仓库,137.6
长沙县仓库,岳阳君山仓库,166.7
长沙县仓库,岳阳临湘仓库,153.4
长沙县仓库,岳阳县仓库,117.9
长沙县仓库,岳阳华容仓库,221
长沙县仓库,岳阳汨罗仓库,87.5
长沙县仓库,岳阳湘阴仓库,63.9
长沙县仓库,岳阳平江仓库,104
长沙望城仓库,长沙宁乡仓库,36.7
长沙望城仓库,国网湖南物资公司株洲周转库,99.1
长沙望城仓库,国网湖南物资公司湘潭周转库,71.1
长沙望城仓库,湘潭韶山仓库,86.4
长沙望城仓库,湘潭县仓库,83
长沙望城仓库,国网湖南物资公司益阳周转库,70.6
长沙望城仓库,湘潭湘乡仓库,108.7
长沙望城仓库,长沙浏阳仓库,99.8
长沙望城仓库,株洲醴陵仓库,131.1
长沙望城仓库,衡阳衡山仓库,159.2
长沙望城仓库,国网湖南物资公司湘西周转库,366.4
长沙望城仓库,湘西凤凰仓库,403.8
长沙望城仓库,湘西古丈仓库,413.7
长沙望城仓库,怀化麻阳仓库,389.4
长沙望城仓库,湘西泸溪仓库,316.7
长沙望城仓库,湘西保靖仓库,416.1
长沙望城仓库,怀化沅陵仓库,295.2
长沙望城仓库,怀化辰溪仓库,345
长沙望城仓库,湘西永顺仓库,397.6
长沙望城仓库,张家界周转库,311.6
长沙望城仓库,怀化溆浦仓库,297.6
长沙望城仓库,湘西龙山仓库,449.3
长沙望城仓库,张家界桑植仓库,365.6
长沙望城仓库,国网湖南物资公司郴州周转库,337.4
长沙望城仓库,郴州苏仙仓库,333.4
长沙望城仓库,郴州北湖仓库,337.8
长沙望城仓库,郴州桂阳仓库,341.2
长沙望城仓库,郴州资兴仓库,328.2
长沙望城仓库,衡阳耒阳仓库,253.5
长沙望城仓库,郴州安仁仓库,242.4
长沙望城仓库,株洲茶陵仓库,245.6
长沙望城仓库,株洲炎陵仓库,288.2
长沙望城仓库,衡阳常宁仓库,258.7
长沙望城仓库,郴州桂东仓库,356.9
长沙望城仓库,国网湖南物资公司衡阳周转库,200.2
长沙望城仓库,株洲攸县仓库,211
长沙望城仓库,衡阳衡东仓库,176.8
长沙望城仓库,国网湖南物资公司怀化周转库,375.2
长沙望城仓库,国网怀化中方芙蓉路仓库,373.1
长沙望城仓库,怀化芷江仓库,412.2
长沙望城仓库,怀化洪江市仓库,422.9
长沙望城仓库,怀化洪江区仓库,426.4
长沙望城仓库,邵阳洞口仓库,332.2
长沙望城仓库,怀化会同仓库,461.3
长沙望城仓库,怀化新晃仓库,467.1
长沙望城仓库,怀化靖州仓库,482.6
长沙望城仓库,邵阳武冈仓库,356.4
长沙望城仓库,邵阳绥宁仓库,421.1
长沙望城仓库,怀化通道仓库,483.2
长沙望城仓库,邵阳城步仓库,409.2
长沙望城仓库,国网湖南物资公司岳阳周转库,135.8
长沙望城仓库,岳阳云溪仓库,133.6
长沙望城仓库,岳阳君山仓库,162.7
长沙望城仓库,岳阳临湘仓库,156.5
长沙望城仓库,岳阳县仓库,109.5
长沙望城仓库,岳阳华容仓库,197.6
长沙望城仓库,岳阳汨罗仓库,64
长沙望城仓库,岳阳湘阴仓库,46.6
长沙望城仓库,岳阳平江仓库,121.7
长沙宁乡仓库,国网湖南物资公司株洲周转库,116.4
长沙宁乡仓库,国网湖南物资公司湘潭周转库,89.9
长沙宁乡仓库,湘潭韶山仓库,55.7
长沙宁乡仓库,湘潭县仓库,98.1
长沙宁乡仓库,国网湖南物资公司益阳周转库,41.4
长沙宁乡仓库,湘潭湘乡仓库,76
长沙宁乡仓库,长沙浏阳仓库,134.2
长沙宁乡仓库,株洲醴陵仓库,154.8
长沙宁乡仓库,衡阳衡山仓库,172.4
长沙宁乡仓库,国网湖南物资公司湘西周转库,342.6
长沙宁乡仓库,湘西凤凰仓库,380
长沙宁乡仓库,湘西古丈仓库,389.9
长沙宁乡仓库,怀化麻阳仓库,358.9
长沙宁乡仓库,湘西泸溪仓库,292.9
长沙宁乡仓库,湘西保靖仓库,392.5
长沙宁乡仓库,怀化沅陵仓库,271.4
长沙宁乡仓库,怀化辰溪仓库,321.2
长沙宁乡仓库,湘西永顺仓库,373.9
长沙宁乡仓库,张家界周转库,287.9
长沙宁乡仓库,怀化溆浦仓库,267.2
长沙宁乡仓库,湘西龙山仓库,425.6
长沙宁乡仓库,张家界桑植仓库,341.9
长沙宁乡仓库,国网湖南物资公司郴州周转库,350.6
长沙宁乡仓库,郴州苏仙仓库,346.5
长沙宁乡仓库,郴州北湖仓库,351
长沙宁乡仓库,郴州桂阳仓库,338.5
长沙宁乡仓库,郴州资兴仓库,341.4
长沙宁乡仓库,衡阳耒阳仓库,266.7
长沙宁乡仓库,郴州安仁仓库,266.1
长沙宁乡仓库,株洲茶陵仓库,269.2
长沙宁乡仓库,株洲炎陵仓库,311.8
长沙宁乡仓库,衡阳常宁仓库,255.9
长沙宁乡仓库,郴州桂东仓库,380.6
长沙宁乡仓库,国网湖南物资公司衡阳周转库,197.5
长沙宁乡仓库,株洲攸县仓库,234.6
长沙宁乡仓库,衡阳衡东仓库,189.9
长沙宁乡仓库,国网湖南物资公司怀化周转库,344.7
长沙宁乡仓库,国网怀化中方芙蓉路仓库,342.7
长沙宁乡仓库,怀化芷江仓库,381.7
长沙宁乡仓库,怀化洪江市仓库,392.4
长沙宁乡仓库,怀化洪江区仓库,395.9
长沙宁乡仓库,邵阳洞口仓库,296.6
长沙宁乡仓库,怀化会同仓库,430.8
长沙宁乡仓库,怀化新晃仓库,436.6
长沙宁乡仓库,怀化靖州仓库,446.9
长沙宁乡仓库,邵阳武冈仓库,320.7
长沙宁乡仓库,邵阳绥宁仓库,385.5
长沙宁乡仓库,怀化通道仓库,447.5
长沙宁乡仓库,邵阳城步仓库,373.5
长沙宁乡仓库,国网湖南物资公司岳阳周转库,160
长沙宁乡仓库,岳阳云溪仓库,157.9
长沙宁乡仓库,岳阳君山仓库,187
长沙宁乡仓库,岳阳临湘仓库,180.8
长沙宁乡仓库,岳阳县仓库,133.7
长沙宁乡仓库,岳阳华容仓库,179
长沙宁乡仓库,岳阳汨罗仓库,108.8
长沙宁乡仓库,岳阳湘阴仓库,85.7
长沙宁乡仓库,岳阳平江仓库,158.1
国网湖南物资公司株洲周转库,国网湖南物资公司湘潭周转库,26.4
国网湖南物资公司株洲周转库,湘潭韶山仓库,75.6
国网湖南物资公司株洲周转库,湘潭县仓库,21.1
国网湖南物资公司株洲周转库,国网湖南物资公司益阳周转库,147
国网湖南物资公司株洲周转库,湘潭湘乡仓库,86.6
国网湖南物资公司株洲周转库,长沙浏阳仓库,76.8
国网湖南物资公司株洲周转库,株洲醴陵仓库,50.9
国网湖南物资公司株洲周转库,衡阳衡山仓库,85
国网湖南物资公司株洲周转库,国网湖南物资公司湘西周转库,442.8
国网湖南物资公司株洲周转库,湘西凤凰仓库,456.9
国网湖南物资公司株洲周转库,湘西古丈仓库,490.1
国网湖南物资公司株洲周转库,怀化麻阳仓库,406.1
国网湖南物资公司株洲周转库,湘西泸溪仓库,397.3
国网湖南物资公司株洲周转库,湘西保靖仓库,492.6
国网湖南物资公司株洲周转库,怀化沅陵仓库,371.5
国网湖南物资公司株洲周转库,怀化辰溪仓库,368.7
国网湖南物资公司株洲周转库,湘西永顺仓库,474.1
国网湖南物资公司株洲周转库,张家界周转库,388.1
国网湖南物资公司株洲周转库,怀化溆浦仓库,314.4
国网湖南物资公司株洲周转库,湘西龙山仓库,525.8
国网湖南物资公司株洲周转库,张家界桑植仓库,442.1
国网湖南物资公司株洲周转库,国网湖南物资公司郴州周转库,263.2
国网湖南物资公司株洲周转库,郴州苏仙仓库,259.2
国网湖南物资公司株洲周转库,郴州北湖仓库,263.6
国网湖南物资公司株洲周转库,郴州桂阳仓库,263.7
国网湖南物资公司株洲周转库,郴州资兴仓库,254
